epoch,loss,accuracy,precision,recall,dice,iou,val_loss,val_accuracy,val_precision,val_recall,val_dice,val_iou
1,0.8281730115413666,0.47802734375,0.16688329726457596,0.18532229959964752,0.17559189349412918,0.09637991338968277,0.791832447052002,0.5224609375,0.06147541105747223,0.05454545468091965,0.05780346691608429,0.02976190485060215
