epoch,loss,accuracy,precision,recall,dice,iou,val_loss,val_accuracy,val_precision,val_recall,val_dice,val_iou
1,0.7754138708114624,0.67529296875,0.4486827552318573,0.3593205660581589,0.3989155888557434,0.2491792067885399,0.7891432046890259,0.5849609375,0.1767241358757019,0.14909091591835022,0.16173569858074188,0.08798283338546753
