epoch,binary_accuracy_metric,dice_metric,iou_metric,loss,precision_metric,recall_metric,val_binary_accuracy_metric,val_dice_metric,val_iou_metric,val_loss,val_precision_metric,val_recall_metric
1,0.47802734375,0.17559188604354858,0.09637991338968277,0.828173041343689,0.16688328981399536,0.18532229959964752,0.5224609375,0.05780347064137459,0.0297619067132473,0.791832447052002,0.06147541478276253,0.054545458406209946
