epoch,binary_accuracy_metric,dice_metric,iou_metric,loss,precision_metric,recall_metric,val_binary_accuracy_metric,val_dice_metric,val_iou_metric,val_loss,val_precision_metric,val_recall_metric
0,0.6015625,0.12808406352996826,0.07060127705335617,0.8155601024627686,0.19700293242931366,0.09516550600528717,0.6494140625,0.02179836854338646,0.011019286699593067,0.7898032665252686,0.04347827285528183,0.014545458368957043
