epoch,loss,accuracy,precision,recall,dice,iou,val_loss,val_accuracy,val_precision,val_recall,val_dice,val_iou
1,0.771409809589386,0.54052734375,0.16459478437900543,0.1287020891904831,0.14374519139528275,0.07744551077485085,0.7890970706939697,0.5341796875,0.15172414481639862,0.1599999964237213,0.15575221180915833,0.08445297181606293
